product_id,name,category,brand,price,description,specifications,features,rating,stock_count
739,Apple MacBook Air 15-inch (M2),Laptop,Apple,117072,Versatile laptop designed for productivity with exceptional performance and modern features.,"Display: 16.2-inch QHD, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i7","SSD storage, Fingerprint reader, Backlit keyboard, Dedicated graphics, Long battery life, Touch screen",3.8,44
740,HP Spectre x360 14,Laptop,HP,172900,High-performance laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.5-inch FHD, Storage: 2TB SSD, RAM: 64GB, Processor: Intel i9","Wi-Fi 6, SSD storage, Thunderbolt, Backlit keyboard, Touch screen",4.4,11
741,Samsung Galaxy Z Flip 5,Smartphone,Samsung,294969,Advanced smartphone designed for business with exceptional performance and modern features.,"Display: 10.6-inch Retina, Storage: 256GB, RAM: 4GB, Battery: 4369mAh","Face unlock, Multiple cameras, Water resistant",3.5,96
742,Razer Blade 14,Laptop,Razer,85155,Professional laptop designed for professional work with exceptional performance and modern features.,"Display: 17.2-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: M3","Touch screen, Backlit keyboard, Thunderbolt, Lightweight",4.2,54
743,Samsung Galaxy S23 FE,Smartphone,Samsung,231230,Powerful smartphone designed for gaming with exceptional performance and modern features.,"Display: 5.9-inch LCD, Storage: 256GB, RAM: 12GB, Battery: 4490mAh","Fingerprint, Wireless charging, AI photography",4.7,48
744,OnePlus 11R,Smartphone,OnePlus,81837,Reliable smartphone designed for business with exceptional performance and modern features.,"Display: 12.2-inch AMOLED, Storage: 512GB, RAM: 6GB, Battery: 4519mAh","5G, Fast charging, AI photography, Face unlock, Multiple cameras, AMOLED display",4.6,36
745,Motorola Razr+ (2023),Smartphone,Motorola,53373,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 11.0-inch AMOLED, Storage: 512GB, RAM: 8GB, Battery: 4462mAh","High refresh rate, Wireless charging, Fingerprint, Water resistant",4.7,96
746,HP Spectre x360 14,Laptop,HP,118907,High-performance laptop designed for professional work with exceptional performance and modern features.,"Display: 13.6-inch 4K, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i9","Fingerprint reader, Touch screen, Backlit keyboard",3.6,72
747,Google Pixel 7a,Smartphone,Google,71756,Powerful smartphone designed for daily use with exceptional performance and modern features.,"Display: 12.1-inch Retina, Storage: 1TB, RAM: 6GB, Battery: 5875mAh","Multiple cameras, AMOLED display, Fingerprint, Wireless charging, 5G, Fast charging",4.9,27
748,Poco F5 Pro,Smartphone,Poco,257872,Premium smartphone designed for creativity with exceptional performance and modern features.,"Display: 12.3-inch AMOLED, Storage: 64GB, RAM: 12GB, Battery: 4064mAh","Wireless charging, Fingerprint, Fast charging, AI photography, Face unlock, AMOLED display",3.6,100
749,Lenovo Legion Pro 7i Gen 8,Laptop,Lenovo,72100,Professional laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.4-inch 4K, Storage: 2TB SSD, RAM: 32GB, Processor: M1","Dedicated graphics, Backlit keyboard, Touch screen, Lightweight",3.9,52
750,Dell Alienware m18,Laptop,Dell,137486,Premium laptop designed for daily use with exceptional performance and modern features.,"Display: 13.9-inch 4K, Storage: 2TB SSD, RAM: 16GB, Processor: M3","Touch screen, Wi-Fi 6, Fingerprint reader, Long battery life, Thunderbolt",3.6,68
751,Panasonic Toughbook 40,Laptop,Panasonic,146966,High-performance laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.2-inch 4K, Storage: 2TB SSD, RAM: 8GB, Processor: Intel i7","Wi-Fi 6, Touch screen, SSD storage, USB-C, Dedicated graphics",4.6,100
752,LG Gram 17 (2023),Laptop,LG,292545,Sleek laptop designed for daily use with exceptional performance and modern features.,"Display: 15.2-inch FHD, Storage: 1TB SSD, RAM: 8GB, Processor: AMD Ryzen 7","Thunderbolt, USB-C, Backlit keyboard, Lightweight, Wi-Fi 6, SSD storage",4.3,23
753,Lenovo Yoga 9i Gen 8,Laptop,Lenovo,86874,Cutting-edge laptop designed for business with exceptional performance and modern features.,"Display: 16.4-inch 4K, Storage: 1TB SSD, RAM: 32GB, Processor: Intel i9","Dedicated graphics, Backlit keyboard, Long battery life, Touch screen",4.8,62
754,Samsung Galaxy Book3 Ultra,Laptop,Samsung,28175,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 16.1-inch FHD, Storage: 256GB SSD, RAM: 32GB, Processor: M3","Thunderbolt, Long battery life, Fingerprint reader, USB-C, Backlit keyboard, Wi-Fi 6",4.3,58
755,Dell Inspiron 15,Laptop,Dell,226847,Advanced laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.9-inch 4K, Storage: 256GB SSD, RAM: 16GB, Processor: AMD Ryzen 9","Dedicated graphics, Long battery life, SSD storage",4.7,63
756,Google Pixel 7a,Smartphone,Google,93422,Premium smartphone designed for productivity with exceptional performance and modern features.,"Display: 11.6-inch Retina, Storage: 128GB, RAM: 12GB, Battery: 4604mAh","Face unlock, Fast charging, Multiple cameras",4.1,67
757,MSI Titan GT77 HX,Laptop,MSI,45366,Premium laptop designed for creativity with exceptional performance and modern features.,"Display: 16.0-inch 4K, Storage: 256GB SSD, RAM: 64GB, Processor: AMD Ryzen 5","Long battery life, Wi-Fi 6, Backlit keyboard, Fingerprint reader, Lightweight, Thunderbolt",3.9,54
758,HP Omen 16,Laptop,HP,248715,Versatile laptop designed for daily use with exceptional performance and modern features.,"Display: 15.5-inch QHD, Storage: 512GB SSD, RAM: 64GB, Processor: Intel i7","Thunderbolt, Dedicated graphics, Long battery life, Backlit keyboard",3.6,96
759,Lenovo ThinkBook 16p Gen 4,Laptop,Lenovo,268985,High-performance laptop designed for professional work with exceptional performance and modern features.,"Display: 16.5-inch 4K, Storage: 2TB SSD, RAM: 64GB, Processor: M1","Thunderbolt, Fingerprint reader, Touch screen, Wi-Fi 6, Backlit keyboard",4.3,52
760,Nothing Phone (1),Smartphone,Nothing,90698,Sleek smartphone designed for daily use with exceptional performance and modern features.,"Display: 6.3-inch Retina, Storage: 256GB, RAM: 8GB, Battery: 3669mAh","5G, Fast charging, Face unlock, Multiple cameras, High refresh rate",3.8,18
761,Xiaomi 14 Ultra,Smartphone,Xiaomi,79844,Powerful smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.7-inch OLED, Storage: 64GB, RAM: 8GB, Battery: 3760mAh","Fast charging, High refresh rate, Multiple cameras, Wireless charging, 5G, AMOLED display",4.5,86
762,Dell XPS 13 Plus,Laptop,Dell,200788,Advanced laptop designed for professional work with exceptional performance and modern features.,"Display: 17.1-inch 2K, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i9","Fingerprint reader, SSD storage, Touch screen, USB-C, Lightweight",4.4,18
763,Tecno Phantom V Fold,Smartphone,Tecno,222095,Powerful smartphone designed for content creation with exceptional performance and modern features.,"Display: 10.9-inch LCD, Storage: 256GB, RAM: 12GB, Battery: 4882mAh","Fast charging, Fingerprint, Multiple cameras",3.7,51
764,Microsoft Surface Laptop 5,Laptop,Microsoft,40106,Premium laptop designed for creativity with exceptional performance and modern features.,"Display: 16.0-inch 4K, Storage: 256GB SSD, RAM: 64GB, Processor: AMD Ryzen 5","Long battery life, Wi-Fi 6, Backlit keyboard, Fingerprint reader, Lightweight, Thunderbolt",3.7,86
765,OnePlus Nord 3,Smartphone,OnePlus,141000,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 11.8-inch AMOLED, Storage: 256GB, RAM: 6GB, Battery: 3445mAh","Wireless charging, Fingerprint, AMOLED display, Multiple cameras",4.2,19
766,Razer Blade 15,Laptop,Razer,241002,Premium laptop designed for creativity with exceptional performance and modern features.,"Display: 16.7-inch QHD, Storage: 256GB SSD, RAM: 8GB, Processor: AMD Ryzen 5","Long battery life, Wi-Fi 6, Fingerprint reader, Touch screen",4.7,62
767,Lenovo Yoga 9i Gen 8,Laptop,Lenovo,80799,Advanced laptop designed for content creation with exceptional performance and modern features.,"Display: 15.3-inch QHD, Storage: 256GB SSD, RAM: 64GB, Processor: Intel i5","Thunderbolt, Fingerprint reader, Backlit keyboard, Dedicated graphics, Long battery life, USB-C",4.9,9
768,Acer Predator Helios 16,Laptop,Acer,242132,Cutting-edge laptop designed for creativity with exceptional performance and modern features.,"Display: 14.4-inch 2K, Storage: 1TB SSD, RAM: 64GB, Processor: AMD Ryzen 7","Touch screen, Backlit keyboard, SSD storage, Lightweight, USB-C, Long battery life",4.0,16
769,LG Gram SuperSlim,Laptop,LG,49824,Innovative laptop designed for productivity with exceptional performance and modern features.,"Display: 13.2-inch QHD, Storage: 1TB SSD, RAM: 64GB, Processor: AMD Ryzen 5","Lightweight, SSD storage, Fingerprint reader",4.2,82
770,Razer Blade 15,Laptop,Razer,187595,Versatile laptop designed for professional work with exceptional performance and modern features.,"Display: 14.7-inch FHD, Storage: 1TB SSD, RAM: 8GB, Processor: Intel i9","Backlit keyboard, Long battery life, Touch screen, Wi-Fi 6",4.0,18
771,Realme 11 Pro+,Smartphone,Realme,34103,Powerful smartphone designed for business with exceptional performance and modern features.,"Display: 12.2-inch LCD, Storage: 1TB, RAM: 4GB, Battery: 4661mAh","Wireless charging, AI photography, Face unlock",3.9,82
772,Vivo X100 Pro,Smartphone,Vivo,189785,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 10.7-inch AMOLED, Storage: 64GB, RAM: 12GB, Battery: 5348mAh","Water resistant, 5G, Wireless charging, High refresh rate",3.8,98
773,Asus ROG Phone 8 Pro,Smartphone,Asus,219567,Advanced smartphone designed for professional work with exceptional performance and modern features.,"Display: 11.5-inch OLED, Storage: 256GB, RAM: 12GB, Battery: 5119mAh","Wireless charging, Face unlock, AMOLED display, AI photography",4.6,31
774,Dell Alienware m18,Laptop,Dell,283868,Professional laptop designed for business with exceptional performance and modern features.,"Display: 17.0-inch 4K, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i7","Thunderbolt, USB-C, Backlit keyboard",4.6,68
775,Realme 11 Pro+,Smartphone,Realme,57139,Innovative smartphone designed for gaming with exceptional performance and modern features.,"Display: 8.2-inch OLED, Storage: 64GB, RAM: 16GB, Battery: 5123mAh","5G, AI photography, Multiple cameras, Wireless charging, High refresh rate",4.4,34
776,Huawei P60 Pro,Smartphone,Huawei,150062,Powerful smartphone designed for productivity with exceptional performance and modern features.,"Display: 9.4-inch AMOLED, Storage: 256GB, RAM: 8GB, Battery: 4948mAh","Multiple cameras, Wireless charging, Face unlock, Fingerprint",4.8,14
777,Huawei Mate 50 Pro,Smartphone,Huawei,204852,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 6.5-inch OLED, Storage: 64GB, RAM: 4GB, Battery: 5879mAh","Fingerprint, Multiple cameras, Wireless charging",3.6,78
778,Huawei P60 Pro,Smartphone,Huawei,39808,Reliable smartphone designed for content creation with exceptional performance and modern features.,"Display: 8.2-inch OLED, Storage: 128GB, RAM: 8GB, Battery: 5725mAh","Water resistant, Multiple cameras, Wireless charging",3.8,34
779,OnePlus 12,Smartphone,OnePlus,28160,Powerful smartphone designed for productivity with exceptional performance and modern features.,"Display: 6.6-inch OLED, Storage: 512GB, RAM: 12GB, Battery: 3480mAh","Fast charging, Water resistant, High refresh rate, 5G",3.9,65
780,Vivo V29 Pro,Smartphone,Vivo,223165,High-performance smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.1-inch OLED, Storage: 1TB, RAM: 6GB, Battery: 5491mAh","Water resistant, 5G, Face unlock, AI photography, Fingerprint, High refresh rate",3.9,94
781,Acer Aspire 5,Laptop,Acer,156446,Premium laptop designed for creativity with exceptional performance and modern features.,"Display: 16.7-inch QHD, Storage: 256GB SSD, RAM: 8GB, Processor: AMD Ryzen 5","Long battery life, Wi-Fi 6, Fingerprint reader, Touch screen",4.3,75
782,Samsung Galaxy S24 Ultra,Smartphone,Samsung,163351,Advanced smartphone designed for gaming with exceptional performance and modern features.,"Display: 12.0-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 5552mAh","High refresh rate, Fast charging, AI photography, AMOLED display",4.4,34
783,Asus Zenfone 10,Smartphone,Asus,80903,Powerful smartphone designed for entertainment with exceptional performance and modern features.,"Display: 10.5-inch Retina, Storage: 64GB, RAM: 4GB, Battery: 5407mAh","5G, Water resistant, Fast charging, Fingerprint",4.9,60
784,Samsung Galaxy Book3 Ultra,Laptop,Samsung,243197,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 16.1-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: M3","Fingerprint reader, USB-C, Lightweight, Backlit keyboard",4.2,56
785,Framework Laptop 13,Laptop,Framework,292350,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 16.1-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: M3","Fingerprint reader, USB-C, Lightweight, Backlit keyboard",4.7,85
786,HP Envy 16,Laptop,HP,128800,Sleek laptop designed for daily use with exceptional performance and modern features.,"Display: 15.2-inch FHD, Storage: 1TB SSD, RAM: 8GB, Processor: AMD Ryzen 7","Thunderbolt, USB-C, Backlit keyboard, Lightweight, Wi-Fi 6, SSD storage",4.9,12
787,Apple iPhone 15 Pro Max,Smartphone,Apple,182845,Cutting-edge smartphone designed for productivity with exceptional performance and modern features.,"Display: 6.1-inch LCD, Storage: 512GB, RAM: 8GB, Battery: 5191mAh","Water resistant, Fast charging, 5G, Multiple cameras, AMOLED display",3.9,48
788,Motorola Edge+ (2023),Smartphone,Motorola,40675,Premium smartphone designed for productivity with exceptional performance and modern features.,"Display: 11.6-inch Retina, Storage: 128GB, RAM: 12GB, Battery: 4604mAh","Face unlock, Fast charging, Multiple cameras",3.5,75
789,Honor 90,Smartphone,Honor,111536,High-performance smartphone designed for entertainment with exceptional performance and modern features.,"Display: 9.0-inch OLED, Storage: 64GB, RAM: 8GB, Battery: 4645mAh","Face unlock, Water resistant, 5G, High refresh rate, AMOLED display",4.8,5
790,Razer Blade 16,Laptop,Razer,174159,Innovative laptop designed for business with exceptional performance and modern features.,"Display: 13.7-inch QHD, Storage: 1TB SSD, RAM: 8GB, Processor: AMD Ryzen 5","USB-C, Dedicated graphics, Thunderbolt, Long battery life, Touch screen",3.6,44
791,MSI Titan GT77 HX,Laptop,MSI,122174,Professional laptop designed for gaming with exceptional performance and modern features.,"Display: 17.2-inch 2K, Storage: 512GB SSD, RAM: 16GB, Processor: M3","Long battery life, Thunderbolt, Dedicated graphics, USB-C, Lightweight",3.8,97
792,Realme Narzo 60 Pro,Smartphone,Realme,37259,Powerful smartphone designed for productivity with exceptional performance and modern features.,"Display: 6.6-inch OLED, Storage: 512GB, RAM: 12GB, Battery: 3480mAh","Fast charging, Water resistant, High refresh rate, 5G",5.0,19
793,Acer Swift Go 14,Laptop,Acer,24992,Premium laptop designed for business with exceptional performance and modern features.,"Display: 14.0-inch 4K, Storage: 256GB SSD, RAM: 8GB, Processor: Intel i9","Wi-Fi 6, Lightweight, Fingerprint reader, Long battery life, Thunderbolt",4.9,5
794,Nothing Phone (1),Smartphone,Nothing,208313,Versatile smartphone designed for professional work with exceptional performance and modern features.,"Display: 7.7-inch AMOLED, Storage: 64GB, RAM: 6GB, Battery: 3138mAh","Wireless charging, Fingerprint, High refresh rate",4.8,66
795,Dell Alienware m18,Laptop,Dell,39766,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 15.0-inch 4K, Storage: 1TB SSD, RAM: 16GB, Processor: M3","Touch screen, Lightweight, Wi-Fi 6, Backlit keyboard, Fingerprint reader, Thunderbolt",3.7,100
796,Sony Xperia 1 V,Smartphone,Sony,133384,Advanced smartphone designed for gaming with exceptional performance and modern features.,"Display: 12.0-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 5552mAh","High refresh rate, Fast charging, AI photography, AMOLED display",4.3,42
797,Honor Magic5 Pro,Smartphone,Honor,65494,Versatile smartphone designed for business with exceptional performance and modern features.,"Display: 11.0-inch LCD, Storage: 1TB, RAM: 6GB, Battery: 4154mAh","AMOLED display, 5G, AI photography, High refresh rate",4.7,9
798,Apple MacBook Pro 16-inch (M2 Max),Laptop,Apple,134137,Advanced laptop designed for professional work with exceptional performance and modern features.,"Display: 17.1-inch 2K, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i9","Fingerprint reader, SSD storage, Touch screen, USB-C, Lightweight",4.5,22
799,Acer Swift Go 14,Laptop,Acer,15173,Sleek laptop designed for gaming with exceptional performance and modern features.,"Display: 16.0-inch FHD, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i9","Touch screen, SSD storage, Fingerprint reader",4.2,30
800,Apple iPhone SE (2022),Smartphone,Apple,26818,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 11.8-inch AMOLED, Storage: 256GB, RAM: 6GB, Battery: 3445mAh","Wireless charging, Fingerprint, AMOLED display, Multiple cameras",4.1,71
801,HP Omen 16,Laptop,HP,33059,Advanced laptop designed for daily use with exceptional performance and modern features.,"Display: 16.7-inch QHD, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i9","Fingerprint reader, Thunderbolt, Wi-Fi 6, Long battery life, Backlit keyboard, Lightweight",4.5,59
802,Apple MacBook Air 15-inch (M2),Laptop,Apple,251768,Versatile laptop designed for professional work with exceptional performance and modern features.,"Display: 14.7-inch FHD, Storage: 1TB SSD, RAM: 8GB, Processor: Intel i9","Backlit keyboard, Long battery life, Touch screen, Wi-Fi 6",3.5,11
803,Razer Blade 14,Laptop,Razer,267352,Advanced laptop designed for content creation with exceptional performance and modern features.,"Display: 13.2-inch QHD, Storage: 1TB SSD, RAM: 16GB, Processor: AMD Ryzen 5","USB-C, SSD storage, Touch screen, Long battery life, Backlit keyboard, Thunderbolt",4.5,35
804,HP Envy 16,Laptop,HP,233621,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 16.2-inch 2K, Storage: 512GB SSD, RAM: 64GB, Processor: AMD Ryzen 9","USB-C, SSD storage, Fingerprint reader, Wi-Fi 6",3.8,35
805,Microsoft Surface Laptop 5,Laptop,Microsoft,164083,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 13.3-inch FHD, Storage: 256GB SSD, RAM: 16GB, Processor: AMD Ryzen 9","SSD storage, Lightweight, Wi-Fi 6",4.5,18
806,LG Gram SuperSlim,Laptop,LG,245474,Powerful laptop designed for gaming with exceptional performance and modern features.,"Display: 17.2-inch QHD, Storage: 2TB SSD, RAM: 8GB, Processor: AMD Ryzen 9","Dedicated graphics, Thunderbolt, USB-C, Backlit keyboard, Fingerprint reader",4.5,48
807,Moto G84,Smartphone,Moto,188876,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 6.5-inch OLED, Storage: 64GB, RAM: 4GB, Battery: 5879mAh","Fingerprint, Multiple cameras, Wireless charging",3.7,50
808,Poco F5 Pro,Smartphone,Poco,90127,Versatile smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.1-inch Retina, Storage: 128GB, RAM: 12GB, Battery: 3807mAh","Wireless charging, Face unlock, Fast charging",4.9,97
809,Motorola Edge+ (2023),Smartphone,Motorola,107819,Versatile smartphone designed for creativity with exceptional performance and modern features.,"Display: 5.0-inch OLED, Storage: 256GB, RAM: 16GB, Battery: 3307mAh","AI photography, Wireless charging, Fingerprint, Face unlock, AMOLED display, High refresh rate",4.1,54
810,Samsung Galaxy M34,Smartphone,Samsung,243866,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.9-inch OLED, Storage: 512GB, RAM: 16GB, Battery: 4687mAh","Face unlock, AMOLED display, Multiple cameras",4.2,55
811,Lenovo ThinkBook 16p Gen 4,Laptop,Lenovo,57332,Powerful laptop designed for productivity with exceptional performance and modern features.,"Display: 16.0-inch 4K, Storage: 512GB SSD, RAM: 64GB, Processor: Intel i5","USB-C, Fingerprint reader, Thunderbolt",3.8,33
812,Oppo Find X7 Ultra,Smartphone,Oppo,134085,High-performance smartphone designed for productivity with exceptional performance and modern features.,"Display: 8.5-inch LCD, Storage: 512GB, RAM: 4GB, Battery: 4441mAh","Fingerprint, Multiple cameras, AMOLED display, Face unlock, Fast charging",4.6,28
813,Samsung Galaxy S23 FE,Smartphone,Samsung,124938,Sleek smartphone designed for productivity with exceptional performance and modern features.,"Display: 8.1-inch Retina, Storage: 256GB, RAM: 16GB, Battery: 3024mAh","Fingerprint, Water resistant, AMOLED display, Face unlock, Fast charging, Multiple cameras",4.8,75
814,Acer Aspire 5,Laptop,Acer,71293,Premium laptop designed for entertainment with exceptional performance and modern features.,"Display: 15.1-inch 2K, Storage: 1TB SSD, RAM: 32GB, Processor: AMD Ryzen 9","Thunderbolt, Long battery life, Wi-Fi 6, Dedicated graphics, Touch screen, Backlit keyboard",3.6,46
815,System76 Oryx Pro,Laptop,System76,57323,Sleek laptop designed for productivity with exceptional performance and modern features.,"Display: 14.3-inch 4K, Storage: 512GB SSD, RAM: 16GB, Processor: Intel i7","USB-C, Dedicated graphics, SSD storage, Lightweight, Thunderbolt, Touch screen",4.1,54
816,HP Envy 16,Laptop,HP,148495,Powerful laptop designed for creativity with exceptional performance and modern features.,"Display: 15.3-inch FHD, Storage: 1TB SSD, RAM: 8GB, Processor: M1","Lightweight, Backlit keyboard, Touch screen, Thunderbolt, Dedicated graphics",3.7,67
817,Dell XPS 13 Plus,Laptop,Dell,109562,Versatile laptop designed for business with exceptional performance and modern features.,"Display: 13.4-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: M1","Dedicated graphics, Touch screen, Wi-Fi 6, Backlit keyboard",3.6,28
818,Infinix GT 10 Pro,Smartphone,Infinix,243993,Advanced smartphone designed for creativity with exceptional performance and modern features.,"Display: 10.1-inch LCD, Storage: 128GB, RAM: 8GB, Battery: 5663mAh","AMOLED display, Fingerprint, Wireless charging, 5G",3.9,91
819,Realme GT 2 Pro,Smartphone,Realme,51779,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 10.7-inch AMOLED, Storage: 64GB, RAM: 12GB, Battery: 5348mAh","Water resistant, 5G, Wireless charging, High refresh rate",4.9,51
820,Google Pixel 6a,Smartphone,Google,144860,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 10.7-inch AMOLED, Storage: 64GB, RAM: 12GB, Battery: 5348mAh","Water resistant, 5G, Wireless charging, High refresh rate",4.4,94
821,Nokia G42,Smartphone,Nokia,242206,Advanced smartphone designed for professional work with exceptional performance and modern features.,"Display: 11.5-inch OLED, Storage: 256GB, RAM: 12GB, Battery: 5119mAh","Wireless charging, Face unlock, AMOLED display, AI photography",4.8,42
822,HP Spectre x360 14,Laptop,HP,284326,High-performance laptop designed for content creation with exceptional performance and modern features.,"Display: 17.3-inch QHD, Storage: 2TB SSD, RAM: 64GB, Processor: M1","Backlit keyboard, Fingerprint reader, Touch screen, Wi-Fi 6, Dedicated graphics, SSD storage",3.9,29
823,Samsung Galaxy Book3 Ultra,Laptop,Samsung,294168,Cutting-edge laptop designed for professional work with exceptional performance and modern features.,"Display: 16.8-inch FHD, Storage: 256GB SSD, RAM: 32GB, Processor: AMD Ryzen 9","USB-C, Touch screen, SSD storage, Wi-Fi 6",4.0,62
824,Asus ROG Phone 8 Pro,Smartphone,Asus,213500,Sleek smartphone designed for professional work with exceptional performance and modern features.,"Display: 6.8-inch OLED, Storage: 1TB, RAM: 12GB, Battery: 4877mAh","High refresh rate, 5G, AI photography, Fast charging",4.0,63
825,OnePlus 12,Smartphone,OnePlus,272478,Innovative smartphone designed for business with exceptional performance and modern features.,"Display: 6.2-inch AMOLED, Storage: 1TB, RAM: 12GB, Battery: 4377mAh","Fingerprint, Water resistant, Wireless charging, Face unlock",4.8,74
826,Nothing Phone (1),Smartphone,Nothing,190324,Versatile smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.2-inch OLED, Storage: 512GB, RAM: 8GB, Battery: 3488mAh","5G, Fingerprint, AI photography",4.1,91
827,Xiaomi 13T Pro,Smartphone,Xiaomi,86285,Innovative smartphone designed for gaming with exceptional performance and modern features.,"Display: 5.4-inch LCD, Storage: 128GB, RAM: 4GB, Battery: 4830mAh","High refresh rate, Fast charging, Multiple cameras, 5G, AMOLED display",4.9,44
828,Google Pixel 8 Pro,Smartphone,Google,102387,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 5.2-inch OLED, Storage: 256GB, RAM: 16GB, Battery: 4340mAh","Fast charging, Face unlock, Wireless charging, High refresh rate, AI photography",4.2,100
829,Lenovo Legion Pro 7i Gen 8,Laptop,Lenovo,56496,Professional laptop designed for business with exceptional performance and modern features.,"Display: 14.0-inch FHD, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i9","USB-C, Thunderbolt, Long battery life, Backlit keyboard, Wi-Fi 6",4.5,68
830,Nothing Phone (2),Smartphone,Nothing,283822,Sleek smartphone designed for professional work with exceptional performance and modern features.,"Display: 6.8-inch OLED, Storage: 1TB, RAM: 12GB, Battery: 4877mAh","High refresh rate, 5G, AI photography, Fast charging",4.7,56
831,Realme GT 2 Pro,Smartphone,Realme,55338,Cutting-edge smartphone designed for content creation with exceptional performance and modern features.,"Display: 12.4-inch LCD, Storage: 512GB, RAM: 12GB, Battery: 5647mAh","AI photography, AMOLED display, Wireless charging",3.8,42
832,Lenovo ThinkPad X1 Carbon Gen 11,Laptop,Lenovo,34533,Cutting-edge laptop designed for content creation with exceptional performance and modern features.,"Display: 15.0-inch QHD, Storage: 1TB SSD, RAM: 8GB, Processor: Intel i5","Touch screen, Long battery life, SSD storage",4.1,16
833,Apple iPhone 15 Pro Max,Smartphone,Apple,129641,Advanced smartphone designed for daily use with exceptional performance and modern features.,"Display: 12.6-inch OLED, Storage: 1TB, RAM: 6GB, Battery: 3246mAh","Wireless charging, Fast charging, Fingerprint, High refresh rate, AMOLED display",4.4,27
834,System76 Oryx Pro,Laptop,System76,160022,Advanced laptop designed for professional work with exceptional performance and modern features.,"Display: 17.1-inch 2K, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i9","Fingerprint reader, SSD storage, Touch screen, USB-C, Lightweight",4.1,90
835,Infinix GT 10 Pro,Smartphone,Infinix,252558,Innovative smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.8-inch AMOLED, Storage: 256GB, RAM: 6GB, Battery: 4973mAh","Fingerprint, AI photography, Fast charging, AMOLED display, Wireless charging",4.1,49
836,LG Gram 17 (2023),Laptop,LG,33595,Innovative laptop designed for gaming with exceptional performance and modern features.,"Display: 14.5-inch 2K, Storage: 256GB SSD, RAM: 32GB, Processor: M3","Long battery life, Lightweight, Thunderbolt",4.2,49
837,Vivo V29 Pro,Smartphone,Vivo,129003,Sleek smartphone designed for business with exceptional performance and modern features.,"Display: 12.6-inch Retina, Storage: 512GB, RAM: 12GB, Battery: 5905mAh","5G, Fast charging, Water resistant, Wireless charging, High refresh rate, Fingerprint",4.8,97
838,Xiaomi Redmi Note 13 Pro+,Smartphone,Xiaomi,171743,Versatile smartphone designed for daily use with exceptional performance and modern features.,"Display: 6.9-inch OLED, Storage: 64GB, RAM: 4GB, Battery: 5973mAh","Fast charging, AMOLED display, Fingerprint, Face unlock, Wireless charging, Water resistant",4.9,12
839,Apple iPhone 15,Smartphone,Apple,208516,Versatile smartphone designed for daily use with exceptional performance and modern features.,"Display: 6.9-inch OLED, Storage: 64GB, RAM: 4GB, Battery: 5973mAh","Fast charging, AMOLED display, Fingerprint, Face unlock, Wireless charging, Water resistant",3.7,81
840,Razer Blade 15,Laptop,Razer,93930,Professional laptop designed for business with exceptional performance and modern features.,"Display: 14.0-inch FHD, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i9","USB-C, Thunderbolt, Long battery life, Backlit keyboard, Wi-Fi 6",4.9,7
